--- Relatório Detalhado de Falhas (Blue Threshold: 0.12) ---

Arquivo: img_000009.jpg | Status: incorrect | Esperado: QRD1911 | Lido: ORD1911
Arquivo: img_010407.jpg | Status: incorrect | Esperado: QRE6J41 | Lido: ORE6341
Arquivo: img_010414.jpg | Status: ocr_failed | Esperado: FAG3B35 | Lido: 
Arquivo: img_010412.jpg | Status: incorrect | Esperado: AQB8J89 | Lido: AOB8189
Arquivo: img_010416.jpg | Status: incorrect | Esperado: QRE4E99 | Lido: DTE4E99
Arquivo: img_010418.jpg | Status: incorrect | Esperado: QRF8F09 | Lido: ORF8E09
Arquivo: img_010428.jpg | Status: incorrect | Esperado: QRF8G60 | Lido: QRF8660
Arquivo: img_010424.jpg | Status: ocr_failed | Esperado: JVW1I08 | Lido: 
Arquivo: img_010427.jpg | Status: incorrect | Esperado: ODT2I61 | Lido: ODT2161
Arquivo: img_010422.jpg | Status: incorrect | Esperado: QRG4E18 | Lido: ORG4E18
Arquivo: img_010434.jpg | Status: incorrect | Esperado: FAG3B35 | Lido: FAG3835
Arquivo: img_010433.jpg | Status: incorrect | Esperado: QNK5F83 | Lido: ONK5F83
Arquivo: img_010454.jpg | Status: incorrect | Esperado: QRI0E80 | Lido: QRI0E60
Arquivo: img_010460.jpg | Status: detection_failed | Esperado: QRE4F49 | Lido: 
Arquivo: img_010467.jpg | Status: ocr_failed | Esperado: QRG8G82 | Lido: 
Arquivo: img_010462.jpg | Status: incorrect | Esperado: QRF6J36 | Lido: QRF6336
Arquivo: img_010456.jpg | Status: incorrect | Esperado: OVE8D86 | Lido: OVE8O86
Arquivo: img_010466.jpg | Status: ocr_failed | Esperado: QRI1I11 | Lido: QR0111
Arquivo: img_010465.jpg | Status: incorrect | Esperado: QRG3D95 | Lido: QRG3O95
Arquivo: img_010473.jpg | Status: incorrect | Esperado: PPL1H66 | Lido: PPL3H66
Arquivo: img_010471.jpg | Status: incorrect | Esperado: QRG8D14 | Lido: QRG8O14
Arquivo: img_010482.jpg | Status: detection_failed | Esperado: ODK9D38 | Lido: 
Arquivo: img_010487.jpg | Status: incorrect | Esperado: QRE1I11 | Lido: QRE1111
Arquivo: img_010486.jpg | Status: incorrect | Esperado: OCZ1A48 | Lido: OCZ1448
Arquivo: img_010491.jpg | Status: incorrect | Esperado: QRJ3D66 | Lido: QRJ3O66
Arquivo: img_010501.jpg | Status: detection_failed | Esperado: QRE1I59 | Lido: 
Arquivo: img_010502.jpg | Status: ocr_failed | Esperado: QRE4D82 | Lido: 
Arquivo: img_010505.jpg | Status: incorrect | Esperado: MTB4E39 | Lido: MIB4E39
Arquivo: img_010515.jpg | Status: detection_failed | Esperado: QRE5H34 | Lido: 
Arquivo: img_010508.jpg | Status: ocr_failed | Esperado: QRI0E12 | Lido: 
Arquivo: img_010511.jpg | Status: incorrect | Esperado: ODH3E38 | Lido: QOH3E30
Arquivo: img_010513.jpg | Status: incorrect | Esperado: OYD8B58 | Lido: OYO8858
Arquivo: img_010516.jpg | Status: ocr_failed | Esperado: GFL2A37 | Lido: 
Arquivo: img_010526.jpg | Status: detection_failed | Esperado: QRE4E43 | Lido: 
Arquivo: img_010519.jpg | Status: ocr_failed | Esperado: QRF8F96 | Lido: 
Arquivo: img_010527.jpg | Status: ocr_failed | Esperado: FUR9C33 | Lido: 
Arquivo: img_010524.jpg | Status: incorrect | Esperado: QRE1I43 | Lido: ORE1143
Arquivo: img_010522.jpg | Status: incorrect | Esperado: EPY4A04 | Lido: EPY4404
Arquivo: img_010521.jpg | Status: incorrect | Esperado: OYI2C78 | Lido: OVI2C78
Arquivo: img_010525.jpg | Status: ocr_failed | Esperado: QRE1I46 | Lido: 
Arquivo: img_010528.jpg | Status: incorrect | Esperado: MRO1C22 | Lido: HRO1C22
Arquivo: img_010523.jpg | Status: ocr_failed | Esperado: OQB6A08 | Lido: Q86A08
Arquivo: img_010530.jpg | Status: incorrect | Esperado: QRE6H61 | Lido: QRE6M61
Arquivo: img_010539.jpg | Status: detection_failed | Esperado: QRE1I11 | Lido: 
Arquivo: img_010542.jpg | Status: detection_failed | Esperado: QRF8F09 | Lido: 
Arquivo: img_010538.jpg | Status: ocr_failed | Esperado: OCV4D46 | Lido: 
Arquivo: img_010541.jpg | Status: ocr_failed | Esperado: QRE4E99 | Lido: 
Arquivo: img_010534.jpg | Status: incorrect | Esperado: ODM8F32 | Lido: OOM8F32
Arquivo: img_010535.jpg | Status: incorrect | Esperado: ODE3I99 | Lido: ODE3199
Arquivo: img_010533.jpg | Status: incorrect | Esperado: QRF6J36 | Lido: QRF6356
Arquivo: img_010544.jpg | Status: ocr_failed | Esperado: FYO2E04 | Lido: 
Arquivo: img_010547.jpg | Status: detection_failed | Esperado: QRF8G17 | Lido: 
Arquivo: img_010549.jpg | Status: detection_failed | Esperado: QRF8F40 | Lido: 
Arquivo: img_010559.jpg | Status: detection_failed | Esperado: QRE1I41 | Lido: 
Arquivo: img_010554.jpg | Status: ocr_failed | Esperado: QRE1I43 | Lido: 
Arquivo: img_010546.jpg | Status: incorrect | Esperado: QRG0D06 | Lido: QRG0O06
Arquivo: img_010555.jpg | Status: ocr_failed | Esperado: QRE1I49 | Lido: 
Arquivo: img_010550.jpg | Status: ocr_failed | Esperado: QRE4E99 | Lido: 
Arquivo: img_010558.jpg | Status: ocr_failed | Esperado: QRE1I49 | Lido: 
Arquivo: img_010557.jpg | Status: ocr_failed | Esperado: QRJ5B49 | Lido: 
Arquivo: img_010561.jpg | Status: detection_failed | Esperado: GXI1I38 | Lido: 
Arquivo: img_010567.jpg | Status: detection_failed | Esperado: QRE1I49 | Lido: 
Arquivo: img_010568.jpg | Status: detection_failed | Esperado: QRE6C27 | Lido: 
Arquivo: img_010572.jpg | Status: detection_failed | Esperado: QRF8F96 | Lido: 
Arquivo: img_010560.jpg | Status: incorrect | Esperado: QRG1I51 | Lido: ORG1I57
Arquivo: img_010574.jpg | Status: detection_failed | Esperado: EAN2G57 | Lido: 
Arquivo: img_010563.jpg | Status: ocr_failed | Esperado: QRE6H61 | Lido: 
Arquivo: img_010565.jpg | Status: incorrect | Esperado: MSR7G21 | Lido: MSR7621
Arquivo: img_010570.jpg | Status: ocr_failed | Esperado: QRE7B35 | Lido: 
Arquivo: img_010562.jpg | Status: incorrect | Esperado: QRI9I78 | Lido: QRI9178
Arquivo: img_010564.jpg | Status: incorrect | Esperado: ODS0H85 | Lido: ODS0H45
Arquivo: img_010579.jpg | Status: detection_failed | Esperado: MRA3E49 | Lido: 
Arquivo: img_010569.jpg | Status: incorrect | Esperado: QRF6I77 | Lido: QRF6177
Arquivo: img_010580.jpg | Status: detection_failed | Esperado: QRG0D06 | Lido: 
Arquivo: img_010576.jpg | Status: incorrect | Esperado: OYE0D14 | Lido: UYE6D14
Arquivo: img_010575.jpg | Status: incorrect | Esperado: QRH1H63 | Lido: ORH1H63
Arquivo: img_010577.jpg | Status: incorrect | Esperado: MSK0D82 | Lido: HSK0D82
Arquivo: img_010584.jpg | Status: detection_failed | Esperado: QRE1I59 | Lido: 
Arquivo: img_010588.jpg | Status: detection_failed | Esperado: QOK6I93 | Lido: 
Arquivo: img_010581.jpg | Status: ocr_failed | Esperado: LMQ6F27 | Lido: 
Arquivo: img_010596.jpg | Status: detection_failed | Esperado: PPX2H88 | Lido: 
Arquivo: img_010585.jpg | Status: ocr_failed | Esperado: QRE4F36 | Lido: 
Arquivo: img_010590.jpg | Status: ocr_failed | Esperado: QRH6J68 | Lido: 
Arquivo: img_010591.jpg | Status: ocr_failed | Esperado: PUV5E07 | Lido: 
Arquivo: img_010587.jpg | Status: incorrect | Esperado: QRF8F09 | Lido: ORF8F09
Arquivo: img_010599.jpg | Status: detection_failed | Esperado: QRF6I63 | Lido: 
Arquivo: img_010600.jpg | Status: ocr_failed | Esperado: ODT7C71 | Lido: 
Arquivo: img_010603.jpg | Status: incorrect | Esperado: QRE1I43 | Lido: QRE1143
Arquivo: img_010606.jpg | Status: ocr_failed | Esperado: QRE4E99 | Lido: 
Arquivo: img_010602.jpg | Status: incorrect | Esperado: QRF8G17 | Lido: ORF8G17
Arquivo: img_010607.jpg | Status: incorrect | Esperado: QRE2D66 | Lido: QRE2O66
Arquivo: img_010604.jpg | Status: ocr_failed | Esperado: FAG3B35 | Lido: 
Arquivo: img_010611.jpg | Status: detection_failed | Esperado: FUR9C33 | Lido: 
Arquivo: img_010614.jpg | Status: detection_failed | Esperado: PYX4J16 | Lido: 
Arquivo: img_010618.jpg | Status: detection_failed | Esperado: OCV8D18 | Lido: 
Arquivo: img_010610.jpg | Status: incorrect | Esperado: MTE0G02 | Lido: HTL6G02
Arquivo: img_010623.jpg | Status: detection_failed | Esperado: QRE4E43 | Lido: 
Arquivo: img_010619.jpg | Status: incorrect | Esperado: MTY6J15 | Lido: HTY6J15
Arquivo: img_010622.jpg | Status: ocr_failed | Esperado: QRE4E62 | Lido: 
Arquivo: img_010632.jpg | Status: detection_failed | Esperado: QRE7C42 | Lido: 
Arquivo: img_010635.jpg | Status: detection_failed | Esperado: QRF8F11 | Lido: 
Arquivo: img_010636.jpg | Status: detection_failed | Esperado: QRF8G01 | Lido: 
Arquivo: img_010624.jpg | Status: incorrect | Esperado: QRG5D06 | Lido: QRG5O06
Arquivo: img_010625.jpg | Status: ocr_failed | Esperado: QRE4E62 | Lido: ORFLE62
Arquivo: img_010626.jpg | Status: incorrect | Esperado: OVH4G32 | Lido: OUI4G32
Arquivo: img_010640.jpg | Status: detection_failed | Esperado: OYG2I19 | Lido: 
Arquivo: img_010634.jpg | Status: ocr_failed | Esperado: FYO2E04 | Lido: 
Arquivo: img_010627.jpg | Status: incorrect | Esperado: PPM1H66 | Lido: PPH1H66
Arquivo: img_010633.jpg | Status: incorrect | Esperado: ODP0C63 | Lido: OOP6C63
Arquivo: img_010643.jpg | Status: detection_failed | Esperado: QRK0H28 | Lido: 
Arquivo: img_010646.jpg | Status: detection_failed | Esperado: QRJ5A42 | Lido: 
Arquivo: img_010648.jpg | Status: detection_failed | Esperado: QRF8F40 | Lido: 
Arquivo: img_010638.jpg | Status: incorrect | Esperado: QRH5D99 | Lido: ORH5O99
Arquivo: img_010641.jpg | Status: ocr_failed | Esperado: OVE2E99 | Lido: 
Arquivo: img_010642.jpg | Status: incorrect | Esperado: QRJ6J83 | Lido: ORJ6383
Arquivo: img_010653.jpg | Status: ocr_failed | Esperado: QRE4E62 | Lido: QRE4E6
Arquivo: img_010661.jpg | Status: detection_failed | Esperado: QRE8E92 | Lido: 
Arquivo: img_010664.jpg | Status: detection_failed | Esperado: QRF8F96 | Lido: 
Arquivo: img_010655.jpg | Status: ocr_failed | Esperado: EGZ3D30 | Lido: 
Arquivo: img_010656.jpg | Status: incorrect | Esperado: QRG9I29 | Lido: QRG9129
Arquivo: img_010667.jpg | Status: ocr_failed | Esperado: QRE4F49 | Lido: 
Arquivo: img_010658.jpg | Status: ocr_failed | Esperado: QRE4E43 | Lido: QRE4E4
Arquivo: img_010663.jpg | Status: incorrect | Esperado: QRI5G47 | Lido: QRI5647
Arquivo: img_010665.jpg | Status: incorrect | Esperado: QRF6I13 | Lido: QRF6113
Arquivo: img_010668.jpg | Status: incorrect | Esperado: QRF6I81 | Lido: ORF6I81
Arquivo: img_010669.jpg | Status: ocr_failed | Esperado: QRJ6C49 | Lido: ANWAJUAMA
Arquivo: img_010670.jpg | Status: incorrect | Esperado: QRF7B71 | Lido: QRF7871
Arquivo: img_010674.jpg | Status: incorrect | Esperado: QRF8E39 | Lido: QRE8E39
Arquivo: img_010675.jpg | Status: incorrect | Esperado: ODE8A15 | Lido: ODE8415
Arquivo: img_010679.jpg | Status: incorrect | Esperado: QBC2I39 | Lido: QBC2139
Arquivo: img_010688.jpg | Status: detection_failed | Esperado: QRG3D96 | Lido: 
Arquivo: img_010681.jpg | Status: ocr_failed | Esperado: QRG1I51 | Lido: 
Arquivo: img_010683.jpg | Status: ocr_failed | Esperado: QRF8G56 | Lido: 
Arquivo: img_010686.jpg | Status: incorrect | Esperado: QRH7C54 | Lido: ORH7C54
Arquivo: img_010689.jpg | Status: incorrect | Esperado: QRF8G56 | Lido: QRF8G50
Arquivo: img_010693.jpg | Status: incorrect | Esperado: QRE1I46 | Lido: QRE1146
Arquivo: img_010696.jpg | Status: detection_failed | Esperado: QRE5H99 | Lido: 
Arquivo: img_010695.jpg | Status: incorrect | Esperado: FAG3B35 | Lido: FAG3835
Arquivo: img_010697.jpg | Status: incorrect | Esperado: QRE1I44 | Lido: QRE1144
Arquivo: img_010708.jpg | Status: ocr_failed | Esperado: FOU3I88 | Lido: 
Arquivo: img_010702.jpg | Status: incorrect | Esperado: QRE1I36 | Lido: QRE1136
Arquivo: img_010717.jpg | Status: detection_failed | Esperado: QRF8F40 | Lido: 
Arquivo: img_010718.jpg | Status: detection_failed | Esperado: ODG1I10 | Lido: 
Arquivo: img_010721.jpg | Status: detection_failed | Esperado: QRF8F96 | Lido: 
Arquivo: img_010716.jpg | Status: incorrect | Esperado: QRE1I43 | Lido: QRE1143
Arquivo: img_010709.jpg | Status: ocr_failed | Esperado: QRF9C58 | Lido: IEMA
Arquivo: img_010719.jpg | Status: incorrect | Esperado: IWJ1D98 | Lido: IGJ1O98
Arquivo: img_010726.jpg | Status: detection_failed | Esperado: FAG3B35 | Lido: 
Arquivo: img_010730.jpg | Status: detection_failed | Esperado: QRE1I46 | Lido: 
Arquivo: img_010737.jpg | Status: detection_failed | Esperado: QRE1I17 | Lido: 
Arquivo: img_010729.jpg | Status: incorrect | Esperado: QRE1I22 | Lido: QRE1122
Arquivo: img_010735.jpg | Status: incorrect | Esperado: PPU6D79 | Lido: PPU6O79
Arquivo: img_010733.jpg | Status: incorrect | Esperado: QRE6B82 | Lido: ORE6882
Arquivo: img_010736.jpg | Status: ocr_failed | Esperado: MTY0G49 | Lido: 
Arquivo: img_010745.jpg | Status: detection_failed | Esperado: QRE1I85 | Lido: 
Arquivo: img_010749.jpg | Status: detection_failed | Esperado: MTQ7C43 | Lido: 
Arquivo: img_010750.jpg | Status: detection_failed | Esperado: OYE7C53 | Lido: 
Arquivo: img_010747.jpg | Status: incorrect | Esperado: OYJ2G38 | Lido: OVJ2G38
Arquivo: img_010765.jpg | Status: detection_failed | Esperado: QRG9C54 | Lido: 
Arquivo: img_010754.jpg | Status: ocr_failed | Esperado: QRE1I46 | Lido: 
Arquivo: img_010755.jpg | Status: ocr_failed | Esperado: QRJ5B71 | Lido: 
Arquivo: img_010756.jpg | Status: incorrect | Esperado: MRK0F05 | Lido: HRX0E05
Arquivo: img_010758.jpg | Status: incorrect | Esperado: QRJ8D08 | Lido: QRJ8O08
Arquivo: img_010761.jpg | Status: incorrect | Esperado: QRF7B75 | Lido: QRF7G75
Arquivo: img_010763.jpg | Status: incorrect | Esperado: ODL1D74 | Lido: ODL1074
Arquivo: img_010770.jpg | Status: detection_failed | Esperado: OVL1H26 | Lido: 
Arquivo: img_010767.jpg | Status: ocr_failed | Esperado: QRE4F51 | Lido: 
Arquivo: img_010778.jpg | Status: ocr_failed | Esperado: QRH5H65 | Lido: 
Arquivo: img_010775.jpg | Status: ocr_failed | Esperado: QRE4E62 | Lido: 
Arquivo: img_010776.jpg | Status: incorrect | Esperado: KRQ1D47 | Lido: KRQ1O47
Arquivo: img_010769.jpg | Status: incorrect | Esperado: PUI6B00 | Lido: PUI6C00
Arquivo: img_010789.jpg | Status: detection_failed | Esperado: QRJ9B37 | Lido: 
Arquivo: img_010783.jpg | Status: incorrect | Esperado: ODG5I28 | Lido: ODG5128
Arquivo: img_010787.jpg | Status: ocr_failed | Esperado: PPV4A34 | Lido: 
Arquivo: img_010784.jpg | Status: incorrect | Esperado: MTE0I91 | Lido: MIE0191
Arquivo: img_010792.jpg | Status: incorrect | Esperado: GUP7I58 | Lido: GUP7158
Arquivo: img_010802.jpg | Status: detection_failed | Esperado: QRE1I46 | Lido: 
Arquivo: img_010793.jpg | Status: incorrect | Esperado: ODO4F34 | Lido: OOO4F34
Arquivo: img_010806.jpg | Status: detection_failed | Esperado: QRJ5A42 | Lido: 
Arquivo: img_010794.jpg | Status: ocr_failed | Esperado: AWA2I26 | Lido: MAHA21Z6
Arquivo: img_010797.jpg | Status: incorrect | Esperado: PPQ7E40 | Lido: PPO7E40
Arquivo: img_010803.jpg | Status: ocr_failed | Esperado: QNJ6B22 | Lido: 
Arquivo: img_010799.jpg | Status: incorrect | Esperado: MTA6C01 | Lido: HTA6C01
Arquivo: img_010800.jpg | Status: incorrect | Esperado: QRF7H89 | Lido: ORF7H89
Arquivo: img_010810.jpg | Status: detection_failed | Esperado: FYO2E04 | Lido: 
Arquivo: img_010812.jpg | Status: detection_failed | Esperado: QRF8F09 | Lido: 
Arquivo: img_010807.jpg | Status: incorrect | Esperado: PPL1I61 | Lido: PPL5161
Arquivo: img_010817.jpg | Status: incorrect | Esperado: QRG8D25 | Lido: ORG8025
Arquivo: img_010820.jpg | Status: ocr_failed | Esperado: OVF8D73 | Lido: 
Arquivo: img_010818.jpg | Status: incorrect | Esperado: QRJ0F70 | Lido: QRJ6F70
Arquivo: img_010816.jpg | Status: incorrect | Esperado: QRJ8D70 | Lido: ORJ8070
Arquivo: img_010819.jpg | Status: incorrect | Esperado: LNH9G59 | Lido: LNH0G50
Arquivo: img_010821.jpg | Status: incorrect | Esperado: OVF6B01 | Lido: OVF6801
Arquivo: img_010829.jpg | Status: ocr_failed | Esperado: MQY9E77 | Lido: 
Arquivo: img_010831.jpg | Status: ocr_failed | Esperado: PPY0A29 | Lido: 
Arquivo: img_010822.jpg | Status: incorrect | Esperado: KOL4I69 | Lido: KOL4169
Arquivo: img_010826.jpg | Status: incorrect | Esperado: QRK2D57 | Lido: QRK2057
Arquivo: img_010827.jpg | Status: ocr_failed | Esperado: MSV0I56 | Lido: 
Arquivo: img_010830.jpg | Status: incorrect | Esperado: QNI6D69 | Lido: QNI6O69
Arquivo: img_010834.jpg | Status: detection_failed | Esperado: QRH7C17 | Lido: 
Arquivo: img_010835.jpg | Status: detection_failed | Esperado: PPA7F58 | Lido: 
Arquivo: img_010832.jpg | Status: incorrect | Esperado: PPH0G75 | Lido: PPH0625
Arquivo: img_010842.jpg | Status: incorrect | Esperado: OVF3J74 | Lido: OVF3374
Arquivo: img_010846.jpg | Status: incorrect | Esperado: QRJ2B83 | Lido: QRJ2883
Arquivo: img_010837.jpg | Status: incorrect | Esperado: OWJ5I97 | Lido: OHJ5197
Arquivo: img_010840.jpg | Status: incorrect | Esperado: QRJ6D45 | Lido: ORI6O45
Arquivo: img_010843.jpg | Status: incorrect | Esperado: QRC9D08 | Lido: QRC9O08
Arquivo: img_010851.jpg | Status: incorrect | Esperado: ODL9J40 | Lido: ODL9340
Arquivo: img_010852.jpg | Status: incorrect | Esperado: PPM2A38 | Lido: PPM2438
Arquivo: img_010848.jpg | Status: ocr_failed | Esperado: MPT8A99 | Lido: 
Arquivo: img_010859.jpg | Status: incorrect | Esperado: MQY4J84 | Lido: MQV4J84
Arquivo: img_010853.jpg | Status: incorrect | Esperado: OYF4D18 | Lido: OYF4018
Arquivo: img_010850.jpg | Status: incorrect | Esperado: QRC9I11 | Lido: QRC9111
Arquivo: img_010860.jpg | Status: detection_failed | Esperado: PPK2H21 | Lido: 
Arquivo: img_010858.jpg | Status: incorrect | Esperado: PPA5D14 | Lido: PPA5014
Arquivo: img_010864.jpg | Status: incorrect | Esperado: QRG2B39 | Lido: QRG2839
Arquivo: img_010871.jpg | Status: incorrect | Esperado: MTA4F51 | Lido: MIA4F51
Arquivo: img_010868.jpg | Status: incorrect | Esperado: QMM0E07 | Lido: ONK0E07
Arquivo: img_010862.jpg | Status: incorrect | Esperado: PPL3D93 | Lido: PPL3093
Arquivo: img_010870.jpg | Status: incorrect | Esperado: MST8D62 | Lido: MST8062
Arquivo: img_010877.jpg | Status: incorrect | Esperado: OCW5I00 | Lido: OCW5150
Arquivo: img_010876.jpg | Status: incorrect | Esperado: PPC6I49 | Lido: PPC6149
Arquivo: img_010874.jpg | Status: incorrect | Esperado: PPY0B08 | Lido: PPY6808
Arquivo: img_010873.jpg | Status: incorrect | Esperado: MQO5D53 | Lido: HQO5053
Arquivo: img_010883.jpg | Status: incorrect | Esperado: ODQ0E39 | Lido: ODQ6E39
Arquivo: img_010878.jpg | Status: incorrect | Esperado: PXI7J91 | Lido: PXI7391
Arquivo: img_010879.jpg | Status: incorrect | Esperado: PPK3D26 | Lido: PPK3026
Arquivo: img_010881.jpg | Status: incorrect | Esperado: MSN0G41 | Lido: HSH0G41
Arquivo: img_010885.jpg | Status: incorrect | Esperado: OCY7G84 | Lido: OCY7684
Arquivo: img_010886.jpg | Status: incorrect | Esperado: LLZ5G28 | Lido: LLZ5628
Arquivo: img_010887.jpg | Status: incorrect | Esperado: OIK2G82 | Lido: OIK2682
Arquivo: img_010896.jpg | Status: incorrect | Esperado: ODJ5E24 | Lido: OOJ5E24
Arquivo: img_010888.jpg | Status: incorrect | Esperado: PPN2E04 | Lido: PPM2E04
Arquivo: img_010895.jpg | Status: incorrect | Esperado: MQM5A93 | Lido: MQM5493
Arquivo: img_010900.jpg | Status: incorrect | Esperado: QRG6I64 | Lido: QRG6164
Arquivo: img_010898.jpg | Status: incorrect | Esperado: OYH8B89 | Lido: OYH8889
Arquivo: img_010902.jpg | Status: incorrect | Esperado: MTV8I12 | Lido: MTV8112
Arquivo: img_010903.jpg | Status: incorrect | Esperado: PPX8D22 | Lido: PPX8022
Arquivo: img_010908.jpg | Status: incorrect | Esperado: MSY0D77 | Lido: MSY0077
Arquivo: img_010916.jpg | Status: incorrect | Esperado: PPL7D56 | Lido: PPL7056
Arquivo: img_010912.jpg | Status: incorrect | Esperado: OCZ3B77 | Lido: OCZ3877
Arquivo: img_010911.jpg | Status: incorrect | Esperado: ODA8I69 | Lido: ODA8169
Arquivo: img_010913.jpg | Status: incorrect | Esperado: PXE9A29 | Lido: PXE9429
Arquivo: img_010915.jpg | Status: incorrect | Esperado: OVF6C17 | Lido: OUF6C17
Arquivo: img_010919.jpg | Status: incorrect | Esperado: QRF0E74 | Lido: QRF6E74
Arquivo: img_010920.jpg | Status: incorrect | Esperado: MTY1B73 | Lido: MIY1873
Arquivo: img_010922.jpg | Status: incorrect | Esperado: QOO9B08 | Lido: OOO9808
Arquivo: img_010921.jpg | Status: incorrect | Esperado: MTM7D42 | Lido: HTM7042
Arquivo: img_010929.jpg | Status: incorrect | Esperado: MTO0B78 | Lido: MTO0C78
Arquivo: img_010924.jpg | Status: incorrect | Esperado: GEW7H76 | Lido: GEN7H76
Arquivo: img_010925.jpg | Status: incorrect | Esperado: QRH4A11 | Lido: ORH4413
Arquivo: img_010928.jpg | Status: incorrect | Esperado: HBC7A90 | Lido: HBC7490
Arquivo: img_010930.jpg | Status: incorrect | Esperado: HEF0G69 | Lido: HEE0669
Arquivo: img_010931.jpg | Status: incorrect | Esperado: KXO2G72 | Lido: KXO2672
Arquivo: img_010937.jpg | Status: incorrect | Esperado: MTX9D59 | Lido: MTX9059
Arquivo: img_010943.jpg | Status: incorrect | Esperado: KZE2I09 | Lido: KZE2109
Arquivo: img_010942.jpg | Status: incorrect | Esperado: MSD4G97 | Lido: MSD4697
Arquivo: img_010956.jpg | Status: detection_failed | Esperado: QRE2I53 | Lido: 
Arquivo: img_010946.jpg | Status: incorrect | Esperado: AUE1B95 | Lido: AUE1896
Arquivo: img_010948.jpg | Status: incorrect | Esperado: ODA0B36 | Lido: ODA0836
Arquivo: img_010949.jpg | Status: incorrect | Esperado: PPC6I49 | Lido: PPC6149
Arquivo: img_010953.jpg | Status: ocr_failed | Esperado: LMQ5E80 | Lido: LMQSE8O0
Arquivo: img_010959.jpg | Status: detection_failed | Esperado: QRI0E80 | Lido: 
Arquivo: img_010965.jpg | Status: detection_failed | Esperado: QRF0C36 | Lido: 
Arquivo: img_010960.jpg | Status: incorrect | Esperado: QRE1I59 | Lido: QRE1159
Arquivo: img_010963.jpg | Status: incorrect | Esperado: QRE1I46 | Lido: QRE1146
Arquivo: img_010961.jpg | Status: incorrect | Esperado: QRE1I46 | Lido: QRE1146
Arquivo: img_010978.jpg | Status: detection_failed | Esperado: QRK3J82 | Lido: 
Arquivo: img_010971.jpg | Status: incorrect | Esperado: QRE3D65 | Lido: QRE3065
Arquivo: img_010984.jpg | Status: detection_failed | Esperado: PLA5C88 | Lido: 
Arquivo: img_010975.jpg | Status: incorrect | Esperado: QRE2D62 | Lido: QRE2062
Arquivo: img_010974.jpg | Status: incorrect | Esperado: ODG8B30 | Lido: ODG8830
Arquivo: img_010972.jpg | Status: incorrect | Esperado: QRI5H81 | Lido: ORI5H81
Arquivo: img_010973.jpg | Status: incorrect | Esperado: QRG0I78 | Lido: QRG0178
Arquivo: img_010976.jpg | Status: incorrect | Esperado: QRG2H80 | Lido: ORG2H80
Arquivo: img_010979.jpg | Status: incorrect | Esperado: QRH1H63 | Lido: OLM4H63
Arquivo: img_010983.jpg | Status: incorrect | Esperado: QRK9G31 | Lido: ORK9G31
Arquivo: img_010985.jpg | Status: incorrect | Esperado: QRB3F96 | Lido: GRB3F96
Arquivo: img_010994.jpg | Status: detection_failed | Esperado: MQC8J84 | Lido: 
Arquivo: img_010986.jpg | Status: incorrect | Esperado: ODB7H71 | Lido: OOB7H71
Arquivo: img_010990.jpg | Status: incorrect | Esperado: QRE7B35 | Lido: QRE7835
Arquivo: img_010989.jpg | Status: incorrect | Esperado: OCX1J21 | Lido: OCX1321
Arquivo: img_010987.jpg | Status: ocr_failed | Esperado: ODJ0G64 | Lido: 0030664
Arquivo: img_010992.jpg | Status: incorrect | Esperado: MRC5D93 | Lido: MRC5093
Arquivo: img_010991.jpg | Status: incorrect | Esperado: ODC8B66 | Lido: ODC8866
Arquivo: img_010995.jpg | Status: ocr_failed | Esperado: ODE2E62 | Lido: 
Arquivo: img_010997.jpg | Status: incorrect | Esperado: QRE4E62 | Lido: QKE4E62
Arquivo: img_011003.jpg | Status: ocr_failed | Esperado: QRF4I26 | Lido: 
Arquivo: img_011004.jpg | Status: incorrect | Esperado: ODK5A61 | Lido: ODK5461
Arquivo: img_011008.jpg | Status: ocr_failed | Esperado: QRE4A23 | Lido: 
Arquivo: img_011011.jpg | Status: ocr_failed | Esperado: QRI8C04 | Lido: 
Arquivo: img_011012.jpg | Status: ocr_failed | Esperado: OVL4A59 | Lido: 
Arquivo: img_011028.jpg | Status: detection_failed | Esperado: QRI7G75 | Lido: 
Arquivo: img_011022.jpg | Status: ocr_failed | Esperado: QRJ5B62 | Lido: AIMWAJUAMA
Arquivo: img_011041.jpg | Status: detection_failed | Esperado: QRE3C07 | Lido: 
Arquivo: img_011048.jpg | Status: detection_failed | Esperado: NZP0A06 | Lido: 
Arquivo: img_011043.jpg | Status: incorrect | Esperado: MTT9F90 | Lido: MIT9E20
Arquivo: img_011047.jpg | Status: incorrect | Esperado: GWM7G10 | Lido: GAM7610
Arquivo: img_011052.jpg | Status: incorrect | Esperado: MQR6B07 | Lido: MQR6807
Arquivo: img_011051.jpg | Status: incorrect | Esperado: QRE1I43 | Lido: QRE1143
Arquivo: img_011064.jpg | Status: incorrect | Esperado: PPB9A05 | Lido: PPB9405
Arquivo: img_011074.jpg | Status: ocr_failed | Esperado: JPW5C62 | Lido: 
Arquivo: img_011084.jpg | Status: ocr_failed | Esperado: LTK3J00 | Lido: 
Arquivo: img_011077.jpg | Status: incorrect | Esperado: OMT7A59 | Lido: OMT2459
Arquivo: img_011079.jpg | Status: incorrect | Esperado: QRE1I46 | Lido: QRE1146
Arquivo: img_011086.jpg | Status: incorrect | Esperado: MQH9D96 | Lido: MQH9O96
